age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.19654611166307387,0.19047619047619047,0.02040816326530612,131
2,3,25,0.2479358016736558,0.21951219512195122,0.0,131
3,4,25,0.29903444971729654,0.35135135135135137,0.0,131
4,5,25,0.37814490616567553,0.42857142857142855,0.0,131
5,6,25,0.3950131366260259,0.42857142857142855,0.02040816326530612,131
6,7,25,0.39786144221656694,0.42857142857142855,0.02040816326530612,131
7,8,25,0.37544408305934196,0.42857142857142855,0.041666666666666664,131
