age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
1,2,25,25,0.4065875220828746,0.3888888888888889,0.1111111111111111,131,59,0.4504,0.4885,0.4122,False
2,3,25,25,0.47343334395122166,0.47058823529411764,0.21951219512195122,131,70,0.5344,0.4122,0.3588,False
3,4,25,25,0.4787748135668588,0.47058823529411764,0.13636363636363635,131,81,0.6183,0.3588,0.2748,False
4,5,25,25,0.508068141843657,0.47058823529411764,0.21951219512195122,131,93,0.7099,0.2748,0.2366,False
5,6,25,25,0.49560450373840453,0.47058823529411764,0.28205128205128205,131,99,0.7557,0.2366,0.2061,False
6,7,25,25,0.48462230874866086,0.47058823529411764,0.25,131,104,0.7939,0.2061,0.1679,False
7,8,25,25,0.44483938520639155,0.42857142857142855,0.16279069767441862,131,108,0.8244,0.1679,0.1374,False
