age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6690946930280958,0.055888754381635514,3,0.674747955862507,170,156,31,409,31,False,
2,10-19,0.46745562130177526,0.0871233542634611,3,0.670736541392437,152,133,26,347,26,False,
3,20-29,0.6003054282937665,0.07025646383556668,3,0.697323494721399,263,248,49,747,49,False,
4,30-39,0.6732205456485292,0.034382515981328465,3,0.6144032238601935,420,406,81,1424,81,False,
5,40-49,0.718974792018515,0.041323938291739935,3,0.5084633889743415,737,730,146,2045,146,False,
6,50-59,0.7412756060129447,0.02393999327623083,3,0.4805536927925577,945,939,187,2643,187,False,
7,60-69,0.7381570759949138,0.022469352926749935,3,0.38873498776724974,1121,1114,222,2696,222,False,
8,70-79,0.7432043608639173,0.005575389114434927,3,0.34257622342190686,1446,1438,287,3014,287,False,0.4562760261748959
