age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,67,0.0,False
2,59,0.17793339490890503,False
3,55,0.2322382628917694,False
4,54,0.19155769050121307,False
5,58,0.19772890210151672,False
6,61,0.19550921022891998,False
7,63,0.19373109936714172,False
8,64,0.19623056054115295,False
