age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.1169243929749828,0.8657931089401245,4.469181060791016,131,59,0.4504,0.4885,0.4122
2,3,1.2148405998945235,1.0098373889923096,5.61649227142334,131,70,0.5344,0.4122,0.3588
3,4,1.2040966616736517,0.8205558657646179,5.8899946212768555,131,81,0.6183,0.3588,0.2748
4,5,0.9728251730882993,0.8408564329147339,2.702956438064575,131,93,0.7099,0.2748,0.2366
5,6,0.8799535069200728,0.7109683156013489,2.233290195465088,131,99,0.7557,0.2366,0.2061
6,7,0.8518598326123678,0.6985576152801514,2.2469773292541504,131,104,0.7939,0.2061,0.1679
7,8,0.832816326783763,0.7003395855426788,1.8478273153305054,131,108,0.8244,0.1679,0.1374
