age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
1,2,25,25,0.40434891902748415,0.42857142857142855,0.08695652173913043,131,59,0.4504,0.4885,0.4122,False
2,3,25,25,0.45994617501430285,0.47058823529411764,0.21951219512195122,131,70,0.5344,0.4122,0.3588,False
3,4,25,25,0.4776791645488451,0.5151515151515151,0.1111111111111111,131,81,0.6183,0.3588,0.2748,False
4,5,25,25,0.4873784330596288,0.47058823529411764,0.25,131,93,0.7099,0.2748,0.2366,False
5,6,25,25,0.5013162345767238,0.5151515151515151,0.19047619047619047,131,99,0.7557,0.2366,0.2061,False
6,7,25,25,0.4834889591963209,0.47058823529411764,0.1111111111111111,131,104,0.7939,0.2061,0.1679,False
7,8,25,25,0.43174570544598906,0.42857142857142855,0.08695652173913043,131,108,0.8244,0.1679,0.1374,False
