age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.368637035458775,1.1841179132461548,4.257501125335693,131,59,0.4504,0.4885,0.4122
2,3,1.414350868974413,1.3835199475288391,2.869854688644409,131,70,0.5344,0.4122,0.3588
3,4,1.3286187847455342,1.116847276687622,4.2315592765808105,131,81,0.6183,0.3588,0.2748
4,5,1.0508403938303712,0.9557415843009949,3.360642194747925,131,93,0.7099,0.2748,0.2366
5,6,0.921675959620813,0.8507739305496216,2.3751842975616455,131,99,0.7557,0.2366,0.2061
6,7,0.8528407952533319,0.7651263475418091,2.154829263687134,131,104,0.7939,0.2061,0.1679
7,8,0.7845508952935537,0.7329842448234558,1.6132724285125732,131,108,0.8244,0.1679,0.1374
