age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.19619533727122307,0.16279069767441862,0.02040816326530612,131
2,3,25,0.2524008807876351,0.21951219512195122,0.0,131
3,4,25,0.2963708226742356,0.3157894736842105,0.0,131
4,5,25,0.36452184420029893,0.3888888888888889,0.0,131
5,6,25,0.3802105927398275,0.42857142857142855,0.041666666666666664,131
6,7,25,0.3800304960158576,0.42857142857142855,0.0,131
7,8,25,0.35700643838458984,0.3888888888888889,0.0,131
