age_group,residual_error,num_anchors,scale
1,0.0,131,1.0
2,0.12315227421185443,131,240.33047485351562
3,0.1529609156018905,131,224.36541748046875
4,0.1399376264965261,131,189.07412719726562
5,0.13269781156350638,131,196.31063842773438
6,0.12876241261722476,131,186.68267822265625
7,0.13055379154117963,131,194.39683532714844
8,0.13146653794150315,131,186.2795867919922
