age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
1,67,0.0,False
2,59,0.20017150044441223,False
3,55,0.21828769147396088,False
4,54,0.21301880478858948,False
5,58,0.21447156369686127,False
6,61,0.2109939157962799,False
7,63,0.21275390684604645,False
8,64,0.21090666949748993,False
