age_from,age_to,node,drift
1,2,I05-I09,0.05712520703673363
1,2,N40-N51,0.059002380818128586
1,2,D65-D69,0.8646886944770813
1,2,I60-I69,1.9609260559082031
1,2,N60-N64,0.06111965700984001
1,2,D37-D48,0.720984160900116
1,2,B00-B09,0.9598488211631775
1,2,A00-A09,0.8109727501869202
1,2,D70-D77,0.9547695517539978
1,2,H60-H62,2.543259859085083
1,2,J90-J94,0.7584860920906067
1,2,N10-N16,1.3663005828857422
1,2,D00-D09,0.05533318966627121
1,2,K80-K87,0.9875872731208801
1,2,L55-L59,0.05933632701635361
1,2,B35-B49,1.6856938600540161
1,2,J40-J47,0.781694769859314
1,2,K20-K31,0.8397142291069031
1,2,H65-H75,0.8282514810562134
1,2,N30-N39,1.2898318767547607
1,2,G80-G83,0.8524547219276428
1,2,E00-E07,1.6867386102676392
1,2,I95-I99,1.7998037338256836
1,2,N70-N77,1.0480504035949707
1,2,K90-K93,0.7823707461357117
1,2,N17-N19,0.053588781505823135
1,2,J85-J86,0.06026143580675125
1,2,F50-F59,1.5170332193374634
1,2,H15-H22,0.05815538763999939
1,2,C00-C97,0.7852176427841187
1,2,F80-F89,0.7373254895210266
1,2,M30-M36,0.0600271113216877
1,2,N00-N08,0.054872095584869385
1,2,D60-D64,0.899223268032074
1,2,K50-K52,0.9724801778793335
1,2,L00-L08,1.263561725616455
1,2,K35-K38,2.5074737071990967
1,2,K00-K14,0.8027856945991516
1,2,H46-H48,0.056208547204732895
1,2,A70-A74,0.056696515530347824
1,2,L50-L54,1.1275105476379395
1,2,G70-G73,0.05322229862213135
1,2,L60-L75,2.326907157897949
1,2,G90-G99,0.9970296025276184
1,2,J20-J22,0.9750209450721741
1,2,I20-I25,0.056972846388816833
1,2,L10-L14,0.05035661906003952
1,2,G30-G32,0.05543942376971245
1,2,J60-J70,0.0617130771279335
1,2,K55-K64,0.7928938269615173
1,2,B90-B94,0.055950943380594254
1,2,K65-K67,2.3729441165924072
1,2,N20-N23,3.216688871383667
1,2,H90-H95,0.7630968689918518
1,2,I30-I52,1.4653103351593018
1,2,H10-H13,1.8239552974700928
1,2,F99-F99,0.05772501230239868
1,2,H25-H28,0.05175991356372833
1,2,G60-G64,0.05864113196730614
1,2,H30-H36,0.06212902069091797
1,2,I00-I02,0.05019211024045944
1,2,B85-B89,0.05561601370573044
1,2,D50-D53,1.0115407705307007
1,2,E15-E16,0.5854143500328064
1,2,F00-F09,0.05991971865296364
1,2,E70-E90,0.718307375907898
1,2,H40-H42,0.060599714517593384
1,2,A20-A28,0.05718376114964485
1,2,J95-J99,0.8426346778869629
1,2,L20-L30,1.0552418231964111
1,2,J30-J39,0.8321824073791504
1,2,E10-E14,0.6750349998474121
1,2,G00-G09,0.051605839282274246
1,2,N25-N29,1.3628476858139038
1,2,G20-G26,0.06583495438098907
1,2,I70-I79,0.06910499930381775
1,2,A92-A99,0.053855087608098984
1,2,A80-A89,0.052808728069067
1,2,N80-N98,4.578353404998779
1,2,I26-I28,0.05509427189826965
1,2,A30-A49,1.313713550567627
1,2,I80-I89,0.757351815700531
1,2,F20-F29,1.8274948596954346
1,2,L40-L45,0.05712634697556496
1,2,I10-I15,1.7426620721817017
1,2,N99-N99,0.055467236787080765
1,2,F30-F39,1.7017394304275513
1,2,E40-E46,1.9963109493255615
1,2,B15-B19,1.9527498483657837
1,2,B95-B98,1.9680454730987549
1,2,D80-D89,2.0741939544677734
1,2,H00-H06,0.05672590807080269
1,2,E50-E64,0.05470580235123634
1,2,H55-H59,2.5505659580230713
1,2,B20-B24,0.061101917177438736
1,2,M95-M99,2.8107688426971436
1,2,B50-B64,0.05865579843521118
1,2,G35-G37,0.059728555381298065
1,2,H53-H54,0.621374785900116
1,2,E65-E68,1.139276146888733
1,2,J09-J18,0.8034145832061768
1,2,M80-M94,0.7973209023475647
1,2,A65-A69,5.674803733825684
1,2,M00-M25,0.7969460487365723
1,2,E20-E36,1.316655158996582
1,2,F10-F19,1.8797742128372192
1,2,G50-G59,3.9289584159851074
1,2,H49-H52,0.5718927979469299
1,2,D55-D59,0.05840255320072174
1,2,L80-L99,1.8168150186538696
1,2,K40-K46,4.40131139755249
1,2,B65-B83,2.53235125541687
1,2,F60-F69,1.711127758026123
1,2,G10-G14,0.06343874335289001
1,2,F70-F79,0.6728383898735046
1,2,K70-K77,0.9723982810974121
1,2,J80-J84,0.06138789653778076
1,2,B99-B99,1.2890832424163818
1,2,G40-G47,0.6379632353782654
1,2,F90-F98,0.8055143356323242
1,2,F40-F48,0.7887077927589417
1,2,M60-M79,0.7237585186958313
1,2,A50-A64,2.6638343334198
1,2,A15-A19,0.0635014995932579
1,2,H43-H45,0.06340651214122772
1,2,B25-B34,1.1720600128173828
1,2,D10-D36,0.6405117511749268
1,2,H80-H83,2.3566031455993652
