age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.3539471696999112,1.1388272047042847,4.186947822570801,131,59,0.4504,0.4885,0.4122
2,3,1.4154529878071376,1.2638678550720215,3.022615909576416,131,70,0.5344,0.4122,0.3588
3,4,1.2997177530218054,1.0942021608352661,3.8866305351257324,131,81,0.6183,0.3588,0.2748
4,5,1.0595160030549573,0.9938266277313232,3.418882369995117,131,93,0.7099,0.2748,0.2366
5,6,0.919969852825608,0.8336455821990967,2.5520060062408447,131,99,0.7557,0.2366,0.2061
6,7,0.881273510077825,0.7828004956245422,2.221174716949463,131,104,0.7939,0.2061,0.1679
7,8,0.8111961274235336,0.7669581770896912,1.6923959255218506,131,108,0.8244,0.1679,0.1374
