age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.5493344907407408,0.0822703694865401,3,0.7161505918125637,278,240,48,785,48,False,
2,10-19,0.44671201814058953,0.14060175988889065,3,0.594563069968864,156,105,21,382,21,False,
3,20-29,0.6951546490472088,0.005880737282023996,3,0.6372647120826653,347,297,59,1041,59,False,
4,30-39,0.657928198468739,0.031427458063297366,3,0.68141870980647,607,559,111,2680,111,False,
5,40-49,0.6912191453819639,0.023773896505974168,3,0.7379504979170572,1352,1287,257,11008,257,False,
6,50-59,0.738310322156476,0.021810599266669263,3,0.7253131097964255,2009,1951,390,21563,390,False,
7,60-69,0.7024784629593182,0.017385472894342058,3,0.6897165070138439,2642,2570,514,29673,514,False,
8,70-79,0.7347658871394073,0.007245947875382457,3,0.6053333775026858,4181,4105,821,37797,821,False,0.5017424756060833
