age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,0.2727272727272727,10,0,0,0,0,False,
3,20-29,,,0,0.3473684210526316,39,35,0,0,0,False,
4,30-39,0.6276041666666666,0.07723011784550478,3,0.25818327622658016,87,81,16,170,16,False,
5,40-49,0.666015625,0.05821819750308156,3,0.4363766127930109,168,163,32,289,32,False,
6,50-59,0.7410593028519692,0.024847335568574005,3,0.4471044321415251,242,237,47,323,47,False,
7,60-69,0.7668598303518938,0.05072298713808853,3,0.354509921336314,322,317,63,417,63,False,
8,70-79,0.7147626651183047,0.04379295776545501,3,0.38760111043929,421,419,83,413,83,False,0.4816373929452752
