node,mean_drift
Urinary tract calculi,1.7871264219284058
Urinary incontinence,1.7811919450759888
Severe hearing loss,1.0558613212779164
Dizziness,1.0507941298807661
Chronic cholecystitis/gallstones,0.9815339048703512
Hemorrhoids,0.8576633377621571
Migraine/chronic headache,0.8197223839039603
Insomnia,0.8024030849337578
Chronic gastritis/GERD,0.7855612452452382
Severe vision reduction,0.7585974081108967
Renal insufficiency,0.7559386193752289
Hyperuricemia/gout,0.7556942080458006
Cancer,0.7353954712549845
Rheumatoid arthritis/chronic polyarthritis,0.7347856030489007
Chronic ischemic heart disease,0.7041647583246231
Intestinal diverticulosis,0.6827856677894791
Cerebral ischemia/chronic stroke,0.6763790721694628
Sexual dysfunction,0.6682192102695504
Diabetes mellitus,0.6646729856729507
Tobacco abuse,0.6511547490954399
