node,mean_drift
Dizziness,1.2278394475579262
Urinary tract calculi,1.1003470718860626
Joint arthrosis,0.9983553060640892
Urinary incontinence,0.9663141071796417
Cerebral ischemia/chronic stroke,0.9140797009070715
Severe hearing loss,0.911585267012318
Rheumatoid arthritis/chronic polyarthritis,0.9054253573218981
Atherosclerosis/PAOD,0.8947136153777441
Anemia,0.8619410395622253
Intestinal diverticulosis,0.8224342080454031
Chronic gastritis/GERD,0.8110668708880743
Chronic low back pain,0.7715992626423637
Severe vision reduction,0.7275099890927473
Thyroid diseases,0.7240565617879232
Renal insufficiency,0.7153806835412979
Insomnia,0.7113314121961594
Diabetes mellitus,0.7051072120666504
Hemorrhoids,0.6778455277283987
Hypotension,0.6467345074440042
Depression,0.6249633555610975
