age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6253902185223725,0.047579405340221294,3,0.541639340258059,170,156,31,409,31,False,
2,10-19,0.5231755424063117,0.08916190968280635,3,0.6419330367211367,152,133,26,347,26,False,
3,20-29,0.5589337775926697,0.0570377670027011,3,0.6492329471242771,263,248,49,747,49,False,
4,30-39,0.6112889295330995,0.0389851533087531,3,0.5661990309306904,420,406,81,1424,81,False,
5,40-49,0.6851817101394883,0.03688139530585311,3,0.48000489694590764,737,730,146,2045,146,False,
6,50-59,0.6631111365304508,0.023096507846920914,3,0.46122769732347985,945,939,187,2643,187,False,
7,60-69,0.6626761897032168,0.019535938640826797,3,0.40694918066832736,1121,1114,222,2696,222,False,
8,70-79,0.6724192353919557,0.0123774491024488,3,0.4560282275514731,1446,1438,287,3014,287,False,0.45705301751872673
