node,mean_drift
H46-H48,3.0446809886821677
L60-L75,2.427890028272356
G35-G37,2.417015763265746
K35-K38,2.1933439459119524
A50-A64,2.139458877699716
M95-M99,2.028131374291011
H30-H36,1.9315897093287535
B15-B19,1.9164955445698328
N20-N23,1.850919587271554
L80-L99,1.84989675453731
L00-L08,1.8485406722341264
N99-N99,1.8232534735330514
K65-K67,1.8070499386106218
L55-L59,1.7634995180581297
N60-N64,1.7551344159458364
N80-N98,1.7148304751941137
B00-B09,1.708068311214447
A30-A49,1.6319771323885237
F60-F69,1.5506058761051722
I80-I89,1.5460524559020996
