age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
2,14,0.0,False
3,13,0.5220191662128155,True
4,14,0.5500774042946952,True
5,14,0.5808793476649693,True
6,14,0.6069005557468959,True
7,14,0.6179859297616142,True
8,14,0.6583202907017299,True
