age_group,residual_error,num_anchors,scale
2,0.0,46,1.0
3,0.22144581377506256,46,72.70790100097656
4,0.23735103011131287,46,65.74203491210938
5,0.2422027438879013,46,57.90635681152344
6,0.2410416603088379,46,53.023536682128906
7,0.24129948019981384,46,46.06074905395508
8,0.24120786786079407,46,41.42979431152344
