age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
2,3,25,12,1.0,1.0,1.0,46,13,0.2826,0.6957,0.5435,True
3,4,25,20,1.0,1.0,1.0,46,21,0.4565,0.5435,0.3043,True
4,5,25,25,0.8647157838968185,0.8518518518518519,0.7241379310344828,46,32,0.6957,0.3043,0.1739,False
5,6,25,25,0.7608114122058709,0.7857142857142857,0.5625,46,38,0.8261,0.1739,0.1087,False
6,7,25,25,0.6788470324169712,0.6954022988505747,0.5625,46,40,0.8696,0.1087,0.0652,False
7,8,25,25,0.5677912125639041,0.5625,0.3888888888888889,46,43,0.9348,0.0652,0.0652,False
