age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.4313070207852642,0.42857142857142855,0.25,46
3,4,25,0.4895020640337054,0.4928698752228164,0.13636363636363635,46
4,5,25,0.6187216213338044,0.7241379310344828,0.21951219512195122,46
5,6,25,0.6516902172612623,0.7241379310344828,0.28205128205128205,46
6,7,25,0.5777680535280895,0.5877016129032258,0.21951219512195122,46
7,8,25,0.5587624063696155,0.5625,0.3888888888888889,46
