node,mean_drift,std_drift,n_transitions,chronic
F20,3.1340534005846297,1.3819439945396021,7,False
M51,2.9995576313563754,1.0763374507031749,7,True
K08,2.9974719839436665,2.348102395558115,7,False
D40,2.9974557108112743,1.723329242953865,7,False
C73,2.9684779718518257,2.1104982840021718,7,False
C77,2.943931025053774,1.7913137376285666,7,False
C78,2.9379998881902014,1.7563093784910235,7,False
M67,2.891350814274379,1.028057684327096,7,True
M23,2.8466786316462924,1.0296385398556862,7,True
M54,2.8456205981118337,1.206820717216527,7,True
M22,2.8420799459729875,1.0152336980971506,7,True
M93,2.829575352370739,1.484304167413905,7,False
N45,2.8166519328951836,2.0193835744198467,7,False
M24,2.807184934616089,1.0444498817798975,7,True
H90,2.7930640322821483,1.630523063499568,7,True
M65,2.7801099164145335,1.0651770504947036,7,True
E89,2.72879501751491,2.1409447540054134,7,False
N23,2.711169259888785,1.323844075866296,7,False
N20,2.694556406566075,1.2780555689951232,7,True
K50,2.6942942227636064,1.7794394093463375,7,False
K01,2.6802220131669725,2.3121783149619928,7,False
D23,2.677348987332412,2.437358526944271,7,False
C71,2.6723101479666576,1.1555593965016377,7,False
L03,2.6282704046794345,0.8528838494933776,7,False
I83,2.6269582584500313,2.021394591433206,7,True
I10,2.6236972638538907,0.8352499420741467,7,True
K29,2.5980177095958163,1.346282291495413,7,True
K44,2.550071358680725,1.4614216268658333,7,False
M94,2.5385779791644643,1.4067276220709044,7,False
K04,2.5346732937863896,2.1231573319136987,7,False
K61,2.5286916409220015,1.776491645640774,7,False
I80,2.521586116935526,1.3156627865232786,7,False
F23,2.510073576654707,2.061660875273615,7,False
I87,2.486425558371203,2.0302965671054136,7,True
C62,2.479883366397449,2.3564081148517673,7,False
M17,2.47008694176163,1.3982845060381446,7,True
M87,2.468720737312521,1.937449885635215,7,False
F45,2.4644768067768643,0.9178687563129814,7,True
J01,2.45900673525674,1.598571723119355,7,False
H83,2.4468678619180406,1.8182147023594564,7,False
K02,2.4463407173752785,2.119373815680756,7,False
B35,2.4460257094885622,1.7626646798008774,7,False
K42,2.4427942718778337,1.7837275422567782,7,False
D16,2.441856969680105,2.441291005089754,7,False
L72,2.440448581108025,1.8575905600860214,7,False
G55,2.433265163430146,1.4011806044675614,7,True
K60,2.4276275634765625,1.7622140748931656,7,False
K81,2.422058793050902,1.2948060615507757,7,True
L05,2.415402534816946,2.43348732429633,7,False
H93,2.4151738541466847,1.5094428589887239,7,False
D22,2.4123915880918503,2.2410202984937913,7,False
K85,2.4108986535242627,1.2258060428280617,7,False
F13,2.4079027516501292,0.98166142415387,7,False
I26,2.4046025616782054,1.3040960230035654,7,False
