node,mean_drift
N40-N51,2.3424698284694125
H30-H36,2.0753300370914594
N20-N23,2.0391365119389127
H25-H28,1.953443652284997
M95-M99,1.9047097648893083
H80-H83,1.7998754126685006
L60-L75,1.7791999418820654
H60-H62,1.7246127043451582
H49-H52,1.676108820097787
H53-H54,1.649751454591751
M40-M54,1.6164511953081404
N10-N16,1.5544008101735796
N30-N39,1.5362315688814436
B15-B19,1.4915845905031477
A65-A69,1.4791601795170988
K35-K38,1.4727245782102858
K65-K67,1.452516760144915
M80-M94,1.4430337463106429
F20-F29,1.4137823751994543
F60-F69,1.4120905569621496
