age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.017819150673767655,0.0,0.0,1080
2,3,25,0.023156868295678777,0.0,0.0,1080
3,4,25,0.05127402614533123,0.0,0.0,1080
4,5,25,0.0687198184824493,0.02040816326530612,0.0,1080
5,6,25,0.09899051532653647,0.02040816326530612,0.0,1080
6,7,25,0.11686756029660504,0.02040816326530612,0.0,1080
7,8,25,0.12358178989158593,0.02040816326530612,0.0,1080
