age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,1.9536806139079008,1.922566294670105,3.9333457946777344,1080,55,0.0509,0.8741,0.9083
2,3,2.5191270773475236,2.261317729949951,4.7134690284729,1080,74,0.0685,0.9083,0.8778
3,4,2.075436944141984,1.8576472401618958,5.357433795928955,1080,128,0.1185,0.8778,0.8074
4,5,2.5391455554962157,2.4059693813323975,5.450575828552246,1080,200,0.1852,0.8074,0.713
5,6,2.4103865165288756,2.3396294116973877,5.536796569824219,1080,294,0.2722,0.713,0.6611
6,7,2.2510414622925423,2.17533278465271,5.403320789337158,1080,333,0.3083,0.6611,0.6537
7,8,2.157921948678353,2.121119737625122,5.2559685707092285,1080,340,0.3148,0.6537,0.6676
