age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,-0.2121212121212121,10,0,0,0,0,False,
3,20-29,,,0,0.41032388663967617,39,35,0,0,0,False,
4,30-39,0.6041666666666666,0.10622957319984969,3,0.20113727491433986,87,81,16,170,16,False,
5,40-49,0.658203125,0.007689460814464659,3,0.46325185638865984,168,163,32,289,32,False,
6,50-59,0.6702882148785272,0.04326533499310679,3,0.4613548198358962,242,237,47,323,47,False,
7,60-69,0.6991685563114135,0.026435422875857848,3,0.39494216814594274,322,317,63,417,63,False,
8,70-79,0.6320220641602555,0.029434235805304937,3,0.2632560705159235,421,419,83,413,83,False,0.4507185367977936
