node,mean_drift
Dizziness,1.2572568953037262
Urinary tract calculi,1.0708642601966858
Urinary incontinence,1.01056107878685
Joint arthrosis,0.9291615864882866
Atherosclerosis/PAOD,0.909252348045508
Cerebral ischemia/chronic stroke,0.8709590435028076
Chronic gastritis/GERD,0.8415832221508026
Intestinal diverticulosis,0.8344575439890226
Rheumatoid arthritis/chronic polyarthritis,0.8191475787510473
Severe hearing loss,0.7374968724325299
Thyroid diseases,0.719867487748464
Migraine/chronic headache,0.7116397942105929
Diabetes mellitus,0.7102106685439745
Hemorrhoids,0.7094294832398494
Anemia,0.7033621867497762
Renal insufficiency,0.6774092937509218
Depression,0.6279428874452909
Somatoform disorders,0.6115729634960493
Severe vision reduction,0.6032571233808994
Anxiety,0.59941299756368
