age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,-0.4787878787878787,10,0,0,0,0,False,
3,20-29,,,0,0.053238866396761134,39,35,0,0,0,False,
4,30-39,0.5716145833333334,0.18688411581259537,3,0.16958883137712327,87,81,16,170,16,False,
5,40-49,0.7041015625,0.04074345460837212,3,0.4999493827222985,168,163,32,289,32,False,
6,50-59,0.6763241285649615,0.04300509080934155,3,0.425090419683655,242,237,47,323,47,False,
7,60-69,0.7416645670613925,0.05350750017558336,3,0.35480070254753454,322,317,63,417,63,False,
8,70-79,0.6171674650408864,0.009272262618510628,3,0.1981036221267672,421,419,83,413,83,False,0.44984758310349837
