node,mean_drift
N40-N51,2.4467822994504655
M95-M99,2.313984751701355
H60-H62,2.2665359803608487
L60-L75,2.2200727877872333
H30-H36,2.077636653823512
H80-H83,2.067121846335275
N20-N23,2.025792513574873
H25-H28,2.024370742163488
B15-B19,1.9509290967668806
L00-L08,1.9243218302726746
M40-M54,1.7720038379941667
H53-H54,1.7422042403902327
L80-L99,1.7228883584695203
B00-B09,1.7154242481504167
H49-H52,1.712679658617292
J30-J39,1.7105470725468226
A50-A64,1.6932735427149705
F60-F69,1.6525872945785522
F20-F29,1.6453910044261388
A65-A69,1.6345794264759337
