age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
1,2,25,0.018550733219663267,0.0,0.0,1080
2,3,25,0.02431668255243778,0.0,0.0,1080
3,4,25,0.055539969998055584,0.0,0.0,1080
4,5,25,0.06849382402531407,0.02040816326530612,0.0,1080
5,6,25,0.10539063093626332,0.02040816326530612,0.0,1080
6,7,25,0.1231526802293061,0.02040816326530612,0.0,1080
7,8,25,0.12812967463217248,0.02040816326530612,0.0,1080
