age_from,age_to,mean_drift,median_drift,max_drift,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to
1,2,2.032196521759033,2.0321907997131348,3.90128231048584,1080,55,0.0509,0.8741,0.9083
2,3,2.5786483360303416,2.3576955795288086,5.120176792144775,1080,74,0.0685,0.9083,0.8778
3,4,1.8997879419475794,1.8119019865989685,4.201106071472168,1080,128,0.1185,0.8778,0.8074
4,5,2.394031627178192,2.29907763004303,6.158236503601074,1080,200,0.1852,0.8074,0.713
5,6,2.2395396100826006,2.162505626678467,5.485437393188477,1080,294,0.2722,0.713,0.6611
6,7,2.0958255117719955,2.08994197845459,5.8968400955200195,1080,333,0.3083,0.6611,0.6537
7,8,2.048262016212239,2.0249732732772827,6.219560146331787,1080,340,0.3148,0.6537,0.6676
