node,mean_drift
M95-M99,2.4631698642458235
H60-H62,2.32458005632673
N40-N51,2.0805417810167586
J30-J39,2.0662396465029036
N20-N23,1.994282330785479
B15-B19,1.9683204889297485
H80-H83,1.963137490408761
L60-L75,1.9509398266673088
L00-L08,1.839374031339373
H30-H36,1.7727128512093
B00-B09,1.712411914552961
B35-B49,1.712361420903887
F60-F69,1.7054503985813685
H25-H28,1.6878755752529417
F20-F29,1.6487363576889038
F50-F59,1.6218282324927193
B95-B98,1.621069312095642
I80-I89,1.5547021286828178
M40-M54,1.5452818359647478
N30-N39,1.5289754952703203
