node,mean_drift
M95-M99,2.0189275400979176
N40-N51,2.0107741185597012
H60-H62,1.9659544314656938
N20-N23,1.9201302102633886
L60-L75,1.7844629644283228
L00-L08,1.7465000408036369
H30-H36,1.667266680193799
J30-J39,1.6659355674471175
B35-B49,1.6251447881971086
H80-H83,1.5970989636012487
B00-B09,1.5751989568982805
B15-B19,1.573143286364419
N30-N39,1.5257024424416679
H25-H28,1.5228595387722765
A65-A69,1.513256836682558
F20-F29,1.5001273666109358
F60-F69,1.4711323465619768
A30-A49,1.470279233796256
L80-L99,1.4223104071404253
N10-N16,1.4073814834867204
