node,mean_drift
N40-N51,2.0181877868516103
M95-M99,2.0157539418765476
N20-N23,1.9551483307565962
H60-H62,1.842957547732762
L60-L75,1.7112002564328057
L00-L08,1.7089016437530518
H30-H36,1.6713659188577108
H80-H83,1.5929169825145177
J30-J39,1.5835100497518266
H25-H28,1.558200225766216
B35-B49,1.5299404604094369
A65-A69,1.5200298258236475
N10-N16,1.5151465364864893
B15-B19,1.5122504574911935
B00-B09,1.4905558313642229
N30-N39,1.4578641482761927
L50-L54,1.4500949808529444
F20-F29,1.446821621486119
F60-F69,1.4259107964379447
M00-M25,1.3941171850476946
