node,mean_drift
Urinary tract calculi,2.003962059815725
Urinary incontinence,1.9038675824801128
Severe hearing loss,1.1813421593979
Dizziness,1.154320537733535
Chronic cholecystitis/gallstones,1.0505223075548809
Hemorrhoids,0.956053892771403
Insomnia,0.946244070927302
Migraine/chronic headache,0.9204359753057361
Chronic gastritis/GERD,0.8614953827733794
Sexual dysfunction,0.8535182199751338
Prostatic hyperplasia,0.8482077739511927
Hyperuricemia/gout,0.8459068437417349
Severe vision reduction,0.8366189661125342
Tobacco abuse,0.8163035760323206
Chronic ischemic heart disease,0.8044271121422449
Diabetes mellitus,0.7953949769337972
Cerebral ischemia/chronic stroke,0.7705339007079601
Renal insufficiency,0.7674636294444402
Asthma/COPD,0.7656634598970413
Rheumatoid arthritis/chronic polyarthritis,0.7567335665225983
