age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,-0.0927170868347339,35,30,0,0,0,False,
4,30-39,0.6547619047619048,0.045886862459972935,3,0.45687224168236823,78,71,14,136,14,False,
5,40-49,0.6389219183511692,0.06289170433887177,3,0.3603804017249981,152,147,29,254,29,False,
6,50-59,0.6835180055401663,0.07744475655924801,3,0.41372624830357985,200,192,38,385,38,False,
7,60-69,0.7675382653061225,0.02888380582666265,3,0.261081764788214,285,282,56,422,56,False,
8,70-79,0.7525729888678848,0.020973162280978692,3,0.48437915772503043,346,346,69,503,69,False,0.3734509556815795
