age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,0.09635854341736695,35,30,0,0,0,False,
4,30-39,0.6819727891156462,0.06987292035433382,3,0.5680269097990617,78,71,14,136,14,False,
5,40-49,0.7106619104240983,0.04130833103658787,3,0.4258947915171646,152,147,29,254,29,False,
6,50-59,0.765466297322253,0.016352225991158723,3,0.39208430210755274,200,192,38,385,38,False,
7,60-69,0.7471301020408162,0.015272869916872494,3,0.20546584623678768,285,282,56,422,56,False,
8,70-79,0.7884197997619548,0.01926752856253086,3,0.37255432519285325,346,346,69,503,69,False,0.337954211300147
