age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,0.1495798319327731,35,30,0,0,0,False,
4,30-39,0.6904761904761904,0.04607556865355125,3,0.4971357756167883,78,71,14,136,14,False,
5,40-49,0.7126436781609197,0.027276497081387612,3,0.4263151060354431,152,147,29,254,29,False,
6,50-59,0.7033702677746999,0.03633516596482172,3,0.3921053026325659,200,192,38,385,38,False,
7,60-69,0.7918792517006802,0.050621134686232125,3,0.23104293778867532,285,282,56,422,56,False,
8,70-79,0.7534831618007422,0.03584913547913331,3,0.33587385647850054,346,346,69,503,69,False,0.43625288804872925
