node,mean_drift
Urinary tract calculi,2.103110522031784
Urinary incontinence,2.0204375187555947
Severe hearing loss,1.0207521930957835
Severe vision reduction,1.0045267635335524
Dizziness,0.9607346535970768
Chronic cholecystitis/gallstones,0.9319881101449331
Migraine/chronic headache,0.9180809604004025
Insomnia,0.9112714727719625
Hemorrhoids,0.8560333137090007
Diabetes mellitus,0.8534038265546163
Asthma/COPD,0.8175084193547567
Prostatic hyperplasia,0.8096427150691549
Sexual dysfunction,0.808648144826293
Hyperuricemia/gout,0.7936033954222997
Rheumatoid arthritis/chronic polyarthritis,0.7924021997799474
Renal insufficiency,0.7792638291915258
Chronic gastritis/GERD,0.7751055931051573
Chronic ischemic heart disease,0.7647429754336675
Tobacco abuse,0.7508936524391174
Cerebral ischemia/chronic stroke,0.7493555061519146
