node,mean_drift
Urinary incontinence,1.9406302571296692
Urinary tract calculi,1.904607300957044
Severe hearing loss,0.9933147523552179
Dizziness,0.979393795132637
Chronic cholecystitis/gallstones,0.8725653092066447
Hemorrhoids,0.8701010275011262
Migraine/chronic headache,0.8680746735384067
Severe vision reduction,0.7836559225494663
Chronic gastritis/GERD,0.7465863060206175
Cancer,0.7389748195807139
Hyperuricemia/gout,0.7378828004002571
Tobacco abuse,0.7196382433176041
Insomnia,0.7057545483112335
Sexual dysfunction,0.7050873329862952
Renal insufficiency,0.6997599601745605
Diabetes mellitus,0.6801216453313828
Anemia,0.6740372205773989
Chronic ischemic heart disease,0.6641388237476349
Cerebral ischemia/chronic stroke,0.6552458976705868
Asthma/COPD,0.6551609411835669
