age_from,age_to,k,k_eff,mean_stability,median_stability,min_stability,num_nodes_all,num_nodes_non_iso,coverage,isolate_frac_from,isolate_frac_to,low_n_warning
1,2,25,25,0.41269710837060763,0.42857142857142855,0.13636363636363635,131,59,0.4504,0.4885,0.4122,False
2,3,25,25,0.45240598869849435,0.47058823529411764,0.19047619047619047,131,70,0.5344,0.4122,0.3588,False
3,4,25,25,0.5019507202072596,0.5151515151515151,0.13636363636363635,131,81,0.6183,0.3588,0.2748,False
4,5,25,25,0.4877125777398901,0.47058823529411764,0.19047619047619047,131,93,0.7099,0.2748,0.2366,False
5,6,25,25,0.49419040421179145,0.47058823529411764,0.19047619047619047,131,99,0.7557,0.2366,0.2061,False
6,7,25,25,0.49484030443435295,0.5151515151515151,0.16279069767441862,131,104,0.7939,0.2061,0.1679,False
7,8,25,25,0.42336566896982764,0.42857142857142855,0.06382978723404255,131,108,0.8244,0.1679,0.1374,False
