node,mean_drift
H46-H48,2.4269431909280166
G35-G37,1.9920565943632806
L60-L75,1.9887737376349313
A50-A64,1.846777723303863
H30-H36,1.817479431629181
K35-K38,1.7824526854923792
N20-N23,1.6741513013839722
M95-M99,1.622197347027915
K65-K67,1.596022639955793
L80-L99,1.5631613220487321
B15-B19,1.5067731738090515
L55-L59,1.5036777353712492
N80-N98,1.4713995712144035
L00-L08,1.451813885143825
A65-A69,1.4215648520205701
F60-F69,1.4063268899917603
K40-K46,1.402268614087786
A30-A49,1.392465089048658
F20-F29,1.3899959496089391
N99-N99,1.3783034671630179
