node,mean_drift
H46-H48,2.7979908686663424
G35-G37,2.3860519629504
L60-L75,2.276778050831386
M95-M99,2.0890274388449535
A50-A64,2.063656198126929
K35-K38,2.021729690687997
H30-H36,1.969436360789197
N20-N23,1.8400472232273646
B15-B19,1.803572109767369
N99-N99,1.8022662039313997
L80-L99,1.7799663714000158
L55-L59,1.7582737069044794
N80-N98,1.747679454939706
L00-L08,1.7219447238104684
N60-N64,1.70800198082413
H80-H83,1.6710897173200334
H49-H52,1.6619693977492196
K65-K67,1.6350770507540022
B00-B09,1.6198894466672624
H53-H54,1.5918781885078974
