age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6073534512660422,0.030989260970089524,3,0.5801491197537877,170,156,31,409,31,False,
2,10-19,0.4861932938856017,0.12730109115804325,3,0.5563529001701761,152,133,26,347,26,False,
3,20-29,0.5962793280577537,0.034338729512109714,3,0.6150902547079947,263,248,49,747,49,False,
4,30-39,0.6453284560280445,0.021186343099490832,3,0.5300995389510631,420,406,81,1424,81,False,
5,40-49,0.7228060298992932,0.01447989057256582,3,0.5125752527730574,737,730,146,2045,146,False,
6,50-59,0.6853784780805855,0.025583034630424516,3,0.42918235795650067,945,939,187,2643,187,False,
7,60-69,0.6774341909477045,0.013164194505735959,3,0.40491672284265773,1121,1114,222,2696,222,False,
8,70-79,0.6660879699887093,0.03976234598850171,3,0.45237945272882424,1446,1438,287,3014,287,False,0.40520098580776753
