node,mean_drift
H46-H48,2.605755577129977
L60-L75,2.070456385612488
G35-G37,1.9982907144086701
A50-A64,1.8052024926458086
L00-L08,1.6860293575695582
H30-H36,1.6832521318324976
K35-K38,1.645577039037432
N20-N23,1.643487777028765
M95-M99,1.5820941499301366
N80-N98,1.525438666343689
B15-B19,1.4662366168839591
A30-A49,1.4047521012169975
B00-B09,1.4030559488705225
L80-L99,1.4009139282362801
A65-A69,1.355854398970093
K65-K67,1.3547832199505396
L55-L59,1.354118854871818
F20-F29,1.3461569377354212
G50-G59,1.3279304334095545
N60-N64,1.3229337520897388
