age_group,num_anchors_non_iso,residual_per_anchor,low_anchor_warning
2,9,0.0,False
3,9,0.5188313126564026,True
4,9,0.6542426347732544,True
5,9,0.7297324538230896,True
6,9,0.8061360120773315,True
7,9,0.8235988616943359,True
8,9,0.8111186623573303,True
