age_group,residual_error,num_anchors,scale
2,0.0,46,1.0
3,0.218722864985466,46,65.39816284179688
4,0.25297755002975464,46,50.78009796142578
5,0.2299732118844986,46,41.31977081298828
6,0.23638011515140533,46,34.623287200927734
7,0.2363673895597458,46,32.707115173339844
8,0.21694056689739227,46,34.0117301940918
