age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.39872148548233755,0.3888888888888889,0.25,46
3,4,25,0.4389070911876934,0.5151515151515151,0.16279069767441862,46
4,5,25,0.5511899970578397,0.6129032258064516,0.21951219512195122,46
5,6,25,0.6664457774850471,0.7241379310344828,0.19047619047619047,46
6,7,25,0.6031237707975451,0.6129032258064516,0.21951219512195122,46
7,8,25,0.6426710816193822,0.6666666666666666,0.21951219512195122,46
