node,mean_drift
N40-N51,2.3984724964414323
N20-N23,2.129179835319519
M95-M99,2.0769635438919067
H30-H36,1.97302950492927
H25-H28,1.9394141781542982
H60-H62,1.8152271338871546
H80-H83,1.7909190825053625
L60-L75,1.7550913670233317
H53-H54,1.631873335157122
H49-H52,1.6301571811948503
M40-M54,1.629391006061009
N30-N39,1.5863101482391357
A65-A69,1.5750850407140595
N10-N16,1.5723487053598677
F20-F29,1.5448521545955114
B15-B19,1.5401675871440343
K35-K38,1.495685270854405
K65-K67,1.4330665213721139
L80-L99,1.421119858111654
M80-M94,1.4201238240514482
