node,mean_drift
Urinary tract calculi,2.122952421506246
Urinary incontinence,2.014022469520569
Severe hearing loss,1.1256083256254594
Dizziness,1.1106397348145645
Hemorrhoids,1.0781012351314228
Chronic cholecystitis/gallstones,1.0605604896942775
Insomnia,0.9746635953585306
Migraine/chronic headache,0.9425102388486266
Intestinal diverticulosis,0.8602806674316525
Severe vision reduction,0.8367276533196369
Sexual dysfunction,0.8238334984829029
Chronic gastritis/GERD,0.8216389597704014
Prostatic hyperplasia,0.8075420005867878
Cancer,0.7985904589295387
Renal insufficiency,0.7871324966351191
Rheumatoid arthritis/chronic polyarthritis,0.7723718316604694
Diabetes mellitus,0.7651336093743643
Asthma/COPD,0.7590057055155436
Chronic ischemic heart disease,0.7527016699314117
Chronic low back pain,0.7446544480820497
