age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.3885632804543655,0.3888888888888889,0.25,46
3,4,25,0.44851780309593126,0.5151515151515151,0.16279069767441862,46
4,5,25,0.5513467764235973,0.6129032258064516,0.19047619047619047,46
5,6,25,0.680636506514898,0.7241379310344828,0.28205128205128205,46
6,7,25,0.6189710400798346,0.6666666666666666,0.28205128205128205,46
7,8,25,0.6701083310321978,0.6666666666666666,0.3888888888888889,46
