age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
1,0-9,0.6278182448838017,0.051417376985458264,3,0.548229431916024,170,156,31,409,31,False,
2,10-19,0.4561143984220908,0.09978599854549083,3,0.6053212501452305,152,133,26,347,26,False,
3,20-29,0.565597667638484,0.06393497362622165,3,0.6580136839911024,263,248,49,747,49,False,
4,30-39,0.653101661332114,0.01347307308679137,3,0.5534921237810709,420,406,81,1424,81,False,
5,40-49,0.6913273284543692,0.03335783963442662,3,0.5106788553137139,737,730,146,2045,146,False,
6,50-59,0.6527686427025842,0.04404579769864287,3,0.43149579584345066,945,939,187,2643,187,False,
7,60-69,0.6633863593323053,0.018297161284374336,3,0.395683762953458,1121,1114,222,2696,222,False,
8,70-79,0.6709684468671466,0.008559627880761523,3,0.4260605496592982,1446,1438,287,3014,287,False,0.451237722929743
