node,mean_drift
H46-H48,2.632903495005199
G35-G37,2.171965066343546
L60-L75,2.077970436641148
A50-A64,1.9533653700990337
H30-H36,1.9387487801057952
L00-L08,1.8057683195386613
M95-M99,1.6877810614449638
N20-N23,1.6030524969100952
K35-K38,1.5833648443222046
H53-H54,1.5816737839153834
H49-H52,1.572368255683354
L80-L99,1.5721768821988786
B15-B19,1.4531026312283106
K65-K67,1.4273085934775216
L55-L59,1.4235732241400652
H80-H83,1.4139675498008728
N60-N64,1.4137557031852859
A65-A69,1.4066844231316022
B00-B09,1.3976062451090132
F20-F29,1.3933981827327184
