node,mean_drift
Urinary tract calculi,1.9695756435394287
Urinary incontinence,1.8929987649122875
Dizziness,0.9380602280919751
Chronic cholecystitis/gallstones,0.8980550467967987
Severe hearing loss,0.8922781003639102
Severe vision reduction,0.8742550692210594
Migraine/chronic headache,0.8526866550867757
Diabetes mellitus,0.8482480645179749
Insomnia,0.8125536839167277
Hyperuricemia/gout,0.7763204077879587
Sexual dysfunction,0.7722837161272764
Asthma/COPD,0.7687762528657913
Hemorrhoids,0.7493190675353011
Tobacco abuse,0.7008088032404581
Chronic gastritis/GERD,0.6963231917470694
Cancer,0.6957042614618937
Renal insufficiency,0.6942127098639806
Chronic ischemic heart disease,0.6803963631391525
Prostatic hyperplasia,0.6768356347456574
Cerebral ischemia/chronic stroke,0.6558991704757015
