age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.39700187289828576,0.3888888888888889,0.21951219512195122,46
3,4,25,0.436371387399781,0.47058823529411764,0.16279069767441862,46
4,5,25,0.5623262257988186,0.6129032258064516,0.21951219512195122,46
5,6,25,0.6713137968631295,0.7241379310344828,0.3157894736842105,46
6,7,25,0.6459137305065148,0.6666666666666666,0.28205128205128205,46
7,8,25,0.6663799514687578,0.6954022988505747,0.35135135135135137,46
