age_from,age_to,k,mean_stability,median_stability,min_stability,num_nodes
2,3,25,0.44906557345732717,0.44957983193277307,0.21951219512195122,46
3,4,25,0.48460090720403437,0.47058823529411764,0.13636363636363635,46
4,5,25,0.6182659478602546,0.6954022988505747,0.25,46
5,6,25,0.6718003003240366,0.6666666666666666,0.28205128205128205,46
6,7,25,0.5761826790321884,0.6129032258064516,0.21951219512195122,46
7,8,25,0.5565392934037835,0.5625,0.28205128205128205,46
