node,mean_drift
Dizziness,1.4584505533178647
Urinary tract calculi,1.3329187432924907
Cerebral ischemia/chronic stroke,1.2458459784587224
Atherosclerosis/PAOD,1.2126950547099113
Joint arthrosis,1.1676743859425187
Urinary incontinence,1.1374810338020325
Intestinal diverticulosis,1.0793054709210992
Rheumatoid arthritis/chronic polyarthritis,1.0320819150656462
Severe hearing loss,1.0253543108701706
Chronic gastritis/GERD,0.9285542815923691
Hemorrhoids,0.8947421278183659
Anemia,0.8576857348283132
Renal insufficiency,0.8075375258922577
Thyroid diseases,0.7672753284374872
Diabetes mellitus,0.7381998921434084
Chronic low back pain,0.7099621674666802
Severe vision reduction,0.6951852639516195
Somatoform disorders,0.6565340558687845
Anxiety,0.6389968941609064
Depression,0.6386525283257166
