age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,-0.19999999999999998,10,0,0,0,0,False,
3,20-29,,,0,0.2520242914979757,39,35,0,0,0,False,
4,30-39,0.6875,0.11670909291821124,3,0.21511627906976744,87,81,16,170,16,False,
5,40-49,0.6474609375,0.03058163849364074,3,0.4459280930952972,168,163,32,289,32,False,
6,50-59,0.6461445601327901,0.020633866061867304,3,0.5477606019539881,242,237,47,323,47,False,
7,60-69,0.7254556143445033,0.051595705305685004,3,0.43115431334748666,322,317,63,417,63,False,
8,70-79,0.6284898630667247,0.051030522500236944,3,0.2638102528557437,421,419,83,413,83,False,0.42212222383509945
