node,mean_drift
H46-H48,2.2509083790438518
H30-H36,2.221979775066887
G35-G37,1.9882248054657663
H49-H52,1.9484803336007255
H53-H54,1.928837972027915
A50-A64,1.926234068615096
L60-L75,1.8531695093427385
K35-K38,1.8383392606462752
M95-M99,1.6828706094196864
K65-K67,1.6022636549813407
L55-L59,1.5840649083256721
N20-N23,1.5801303812435694
L80-L99,1.567886131150382
N60-N64,1.5637134946882725
B15-B19,1.4665100574493408
A65-A69,1.4345812190856253
N99-N99,1.4101167028503758
M40-M54,1.3817147186824255
B00-B09,1.3747997794832503
H80-H83,1.3646284597260612
