node,mean_drift
Urinary tract calculi,1.3435158729553223
Dizziness,1.2518177976210911
Urinary incontinence,1.1788050830364227
Joint arthrosis,1.1147235811998446
Atherosclerosis/PAOD,0.9952391932408015
Cerebral ischemia/chronic stroke,0.9696324268976847
Severe hearing loss,0.9448282072941462
Chronic gastritis/GERD,0.9305014461278915
Anemia,0.9045175214608511
Rheumatoid arthritis/chronic polyarthritis,0.8918553199619055
Intestinal diverticulosis,0.8880031773199638
Renal insufficiency,0.7944026490052541
Chronic low back pain,0.7418573051691055
Insomnia,0.7278556972742081
Diabetes mellitus,0.7028952861825625
Thyroid diseases,0.7026004915436109
Severe vision reduction,0.6994859458257755
Dementia,0.6776790985216697
Hypotension,0.6682618223130703
Hemorrhoids,0.6599575545017918
