node,mean_drift
H46-H48,2.495433083070176
H30-H36,2.1283708310553004
G35-G37,2.0967631760452474
L60-L75,1.9092228072030204
A50-A64,1.8652069430266107
H53-H54,1.74464316879
H49-H52,1.7408308046204704
N20-N23,1.6714248827525549
K35-K38,1.6672178506851196
M95-M99,1.5978530134473528
L00-L08,1.5685646023069109
K65-K67,1.5185280697686332
L80-L99,1.5168580753462655
B15-B19,1.421418275151934
L55-L59,1.388479560081448
A65-A69,1.3715230987540312
N60-N64,1.3458221517503262
N80-N98,1.338641447680337
B00-B09,1.3299479484558105
H80-H83,1.3154046620641435
