node,mean_drift
N40-N51,2.3655446597508023
H80-H83,2.2179687874657765
N20-N23,2.143931644303458
H90-H95,1.8345687559672765
A65-A69,1.8296759564961707
M95-M99,1.7851431795528956
H65-H75,1.752916966165815
N30-N39,1.6923603330339705
H60-H62,1.6794954623494829
H30-H36,1.668154281697103
H25-H28,1.6540598581944193
N10-N16,1.6378405775342668
K35-K38,1.6037512081010001
L60-L75,1.5982517823576927
K65-K67,1.5464747207505363
G50-G59,1.4976670784609658
B15-B19,1.44496066229684
F20-F29,1.4245330606188094
M40-M54,1.4183705023356847
F60-F69,1.387880768094744
