age,age_range,auc,auc_std,n_splits,spearman_r,n_edges,n_safe,n_held_out,two_hop_pool,n_neg,used_fallback,auc_shuffled
2,10-19,,,0,,6,0,0,0,0,False,
3,20-29,,,0,-0.022689075630252103,35,30,0,0,0,False,
4,30-39,0.6717687074829932,0.07409190785983663,3,0.40879373790766194,78,71,14,136,14,False,
5,40-49,0.6139516448672215,0.014734546409386528,3,0.3267347371154805,152,147,29,254,29,False,
6,50-59,0.6987534626038782,0.07792217999818872,3,0.4754368859221481,200,192,38,385,38,False,
7,60-69,0.7476615646258503,0.05449873483702289,3,0.3261229504372573,285,282,56,422,56,False,
8,70-79,0.7372400756143668,0.026787020009404163,3,0.41662778578893667,346,346,69,503,69,False,0.4486452425960933
